VBELN;POSNR;FKART;FKDAT;VKORG;SPART;KUNAG;WAERK;BUKRS;VBTYP;RFBSK;FKSTO;SFAKN;ERDAT;MATNR;ARKTX;FKIMG;NETWR;MWSBP;WERKS;MATKL;PSTYV;AUBEL;CHARG;SELLER_ID;SELLER_NOMBRE;SELLER_APELLIDO;SELLER_RUT;SELLER_EMAIL
0096396378;000010;ZZBN;20240603;1000;N1;998-9;CLP;1000;M;C;;;20240603;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004454482;2409612302;;;;;
0096401892;000010;ZZBN;20240606;1000;N1;998-9;CLP;1000;M;C;;;20240606;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004458677;2409612302;;;;;
0096405583;000010;ZZBN;20240610;1000;N1;998-9;CLP;1000;M;C;;;20240610;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004461519;2401068701;;;;;
0096406395;000010;S1;20240610;1000;N1;998-9;CLP;1000;N;C;;0096406340;20240610;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004461690;2401068701;;;;;
0096406783;000010;S1;20240610;1000;N1;998-9;CLP;1000;N;C;;0096406623;20240610;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004462325;2409612302;;;;;
0096406855;000010;ZZBN;20240610;1000;N1;998-9;CLP;1000;M;C;;;20240610;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004462548;2409612302;;;;;
0096409488;000010;ZZBN;20240612;1000;N1;998-9;CLP;1000;M;C;;;20240612;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004464335;2409612302;;;;;
0096409520;000010;ZZBN;20240612;1000;N1;998-9;CLP;1000;M;C;;;20240612;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004464495;2401068701;;;;;
0096412743;000010;ZZBN;20240614;1000;N1;998-9;CLP;1000;M;C;;;20240614;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004466674;2409612302;;;;;
0096414312;000010;ZZBN;20240614;1000;N1;998-9;CLP;1000;M;C;;;20240614;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004467787;2409612302;;;;;
0096414318;000010;ZZBN;20240614;1000;N1;998-9;CLP;1000;M;C;;;20240614;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004467782;2401068701;;;;;
0096419830;000010;ZZBN;20240619;1000;N1;998-9;CLP;1000;M;C;;;20240619;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004471351;2409612302;;;;;
0096419881;000010;ZZBN;20240619;1000;N1;998-9;CLP;1000;M;C;;;20240619;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004471480;2401068701;;;;;
0096420426;000010;ZZBN;20240619;1000;N1;998-9;CLP;1000;M;C;;;20240619;000000000000754789;SMF 57220 72AH 610CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004471820;2409611501;;;;;
0096422214;000010;ZZBN;20240621;1000;N1;998-9;CLP;1000;M;C;;;20240621;000000000000835071;SMF 105D31L 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004472914;2401068701;;;;;
0096422752;000010;ZZBN;20240624;1000;N1;998-9;CLP;1000;M;C;;;20240624;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004473287;2409612302;;;;;
0096423634;000010;ZZBN;20240624;1000;N1;998-9;CLP;1000;M;C;;;20240624;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004473435;2409612302;;;;;
0096428250;000010;ZZBN;20240626;1000;N1;998-9;CLP;1000;M;C;;;20240626;000000000000835072;SMF 105D31R 90AH 750CCA;1.000;920.00;0.00;1PA1;0019;ZTAN;0004476754;2409612302;;;;;
0096197522;000010;ZZAM;20240126;1000;N1;15946327-3;CLP;1000;M;C;;;20240126;000000000000965022;235/60 R 16 Z-108 100H TL;1.000;580.00;0.00;1PA1;0016;ZTAN;0004326038;2300894343;;;;;
0096247524;000010;ZZBN;20240228;1000;N1;998-9;CLP;1000;M;C;;;20240228;000000000000974475;185/55 R 16 Z-401 87H TL;1.000;580.00;0.00;1PA1;0016;ZTAN;0004358638;2301448708;;;;;
0096275713;000010;ZZBN;20240316;1000;N1;998-9;CLP;1000;M;C;;;20240316;000000000000965014;205/55 R 16 Z-108 94W XL TL;1.000;540.00;0.00;1PA1;0016;ZTAN;0004376957;2400446219;;;;;
0096365483;000010;ZZBN;20240514;1000;N1;998-9;CLP;1000;M;C;;;20240514;000000000000923748;175/70 R 14 SW608 84T TL;1.000;540.00;0.00;1PA1;0016;ZTAN;0004435491;2301728107;;;;;
0096365506;000010;ZZBN;20240514;1000;N1;998-9;CLP;1000;M;C;;;20240514;000000000000923748;175/70 R 14 SW608 84T TL;1.000;540.00;0.00;1PA1;0016;ZTAN;0004435493;2301728107;;;;;
0096408920;000010;ZZBN;20240611;1000;N1;998-9;CLP;1000;M;C;;;20240611;000000000000965014;205/55 R 16 Z-108 94W XL TL;1.000;540.00;0.00;1PA1;0016;ZTAN;0004463939;2400639612;;;;;
0096300776;000010;ZZBN;20240401;1000;N1;998-9;CLP;1000;M;C;;;20240401;000000000000959950;215/55 R 17 SW618 94T TL;4.000;3600.00;0.00;1PA1;0016;ZTAN;0004392183;2301195324;;;;;
0096362331;000010;ZZBN;20240513;1000;N1;888-5;CLP;1000;M;C;;;20240513;000000000000964988;175/65 R 14 Z-108 82H TL;1.000;320.00;0.00;1PA1;0016;ZTAN;0004433248;2301195409;;;;;
0096391501;000010;ZZAM;20240530;1000;N1;78996270-7;CLP;1000;M;C;;;20240530;000000000000191883;275/70 R 22.5 CR976 16PR TL;2.000;3600.00;0.00;1PA1;0016;ZTAN;0004452291;2301195440;;;;;
0096415791;000010;ZZBN;20240617;1000;N1;998-9;CLP;1000;M;C;;;20240617;000000000000966699;215/55 R 18 Z-507 99V XL TL;4.000;3600.00;0.00;1PA1;0016;ZTAN;0004468794;2300118419;;;;;
0096160472;000010;ZZBN;20240102;1000;N1;998-9;CLP;1000;M;C;;;20240102;000000000000853772;185 R 14C H188 8PR TL;2.000;1320.00;0.00;1PA1;0016;ZTAN;0004299106;2200246411;;;;;
0096164819;000010;ZZBN;20240105;1000;N1;998-9;CLP;1000;M;C;;;20240105;000000000000908235;205/55 R 16 SW618 91H TL;2.000;1680.00;0.00;1PA1;0016;ZTAN;0004303107;2301195316;;;;;
0096226529;000010;ZZBN;20240214;1000;N1;998-9;CLP;1000;M;C;;;20240214;000000000000995721;225/60 R 17 Z-401 99V TL;2.000;1680.00;0.00;1PA1;0016;ZTAN;0004344831;2301654224;;;;;
0096335524;000010;ZZAM;20240424;1000;N1;888-5;CLP;1000;M;C;;;20240424;000000000000965019;215/60 R 16 Z-108 99V XL TL;2.000;1320.00;0.00;1PA1;0016;ZTAN;0004416214;2400639616;;;;;
0096256316;000010;ZZBN;20240301;1000;N1;998-9;CLP;1000;M;C;;;20240301;000000000000964869;195/50 R 15 Z-108 82V TL;4.000;1920.00;0.00;1PA1;0016;ZTAN;0004362912;2301448711;;;;;
0096355034;000010;ZZAM;20240507;1000;N1;4385051-2;CLP;1000;M;C;;;20240507;000000000000965012;195/65 R 15 Z-108 91V TL;1.000;420.00;0.00;1PA1;0016;ZTAN;0004427955;2400958211;;;;;
0096380420;000010;ZZBN;20240524;1000;N1;998-9;CLP;1000;M;C;;;20240524;000000000000917174;225/55 R 18 SU318 98V REV;2.000;1920.00;0.00;1PA1;0016;ZTAN;0004445604;2400958219;;;;;
0096385410;000010;ZZBN;20240528;1000;N1;998-9;CLP;1000;M;C;;;20240528;000000000000965094;195/50 R 16 Z-108 84V TL;4.000;1920.00;0.00;1PA1;0016;ZTAN;0004448738;2401068511;;;;;
0096160522;000010;ZZBN;20240102;1000;N1;998-9;CLP;1000;M;C;;;20240102;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;780.00;0.00;1PA1;0016;ZTAN;0004299549;2300894311;;;;;
0096166927;000010;ZZBN;20240106;1000;N1;998-9;CLP;1000;M;C;;;20240106;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;780.00;0.00;1PA1;0016;ZTAN;0004304440;2301195409;;;;;
0096166928;000010;ZZBN;20240106;1000;N1;998-9;CLP;1000;M;C;;;20240106;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;780.00;0.00;1PA1;0016;ZTAN;0004304441;2301195409;;;;;
0096334540;000010;ZZBN;20240424;1000;N1;888-5;CLP;1000;M;C;;;20240424;000000000000754789;SMF 57220 72AH 610CCA;1.000;780.00;0.00;1PA1;0019;ZTAN;0004415558;2335003702;;;;;
0096337854;000010;ZZBN;20240425;1000;N1;998-9;CLP;1000;M;C;;;20240425;000000000000754790;SMF 56219 62AH 550CCA;1.000;780.00;0.00;1PA1;0019;ZTAN;0004417017;2338000004;;;;;
0096347259;000010;ZZAM;20240430;1000;N1;53336107-2;CLP;1000;M;C;;;20240430;000000000000754790;SMF 56219 62AH 550CCA;1.000;780.00;0.00;1PA1;0019;ZTAN;0004422678;2409612305;;;;;
0096352608;000010;ZZBN;20240504;1000;N1;998-9;CLP;1000;M;C;;;20240504;000000000000864228;225/45 R 17 SA57 94W TL;1.000;780.00;0.00;1PA1;0016;ZTAN;0004426307;2400958218;;;;;
0096396381;000010;ZZBN;20240603;1000;N1;998-9;CLP;1000;M;C;;;20240603;000000000000754790;SMF 56219 62AH 550CCA;1.000;780.00;0.00;1PA1;0019;ZTAN;0004454473;2409612305;;;;;
0096411305;000010;ZZBN;20240613;1000;N1;998-9;CLP;1000;M;C;;;20240613;000000000000754790;SMF 56219 62AH 550CCA;1.000;780.00;0.00;1PA1;0019;ZTAN;0004465472;2409612305;;;;;
0096425693;000010;ZZAM;20240625;1000;N1;76190982-7;CLP;1000;M;C;;;20240625;000000000000754790;SMF 56219 62AH 550CCA;1.000;780.00;0.00;1PA1;0019;ZTAN;0004475378;2409612305;;;;;
0096256320;000010;ZZBN;20240301;1000;N1;998-9;CLP;1000;M;C;;;20240301;000000000000839100;215/55 R 17 SA37 98W XL TL;2.000;1560.00;0.00;1PA1;0016;ZTAN;0004362931;2301728121;;;;;
0096256402;000010;ZZBN;20240302;1000;N1;998-9;CLP;1000;M;C;;;20240302;000000000000839100;215/55 R 17 SA37 98W XL TL;2.000;1560.00;0.00;1PA1;0016;ZTAN;0004363005;2301728121;;;;;
0096298181;000010;ZZBN;20240328;1000;N1;998-9;CLP;1000;M;C;;;20240328;000000000000908235;205/55 R 16 SW618 91H TL;2.000;1560.00;0.00;1PA1;0016;ZTAN;0004390562;2301195316;;;;;
0096358118;000010;ZZBN;20240508;1000;N1;998-9;CLP;1000;M;C;;;20240508;000000000000951351;215/45 R 17 GOODRIDE SW608 91V XL TL;2.000;1560.00;0.00;1PA1;0016;ZTAN;0004430237;2400446225;;;;;
0096372536;000010;ZZBN;20240517;1000;N1;888-5;CLP;1000;M;C;;;20240517;000000000000959950;215/55 R 17 SW618 94T TL;2.000;1560.00;0.00;1PA1;0016;ZTAN;0004439986;2301195324;;;;;
0096374233;000010;ZZBN;20240520;1000;N1;998-9;CLP;1000;M;C;;;20240520;000000000000970193;195/60 R 15 SW608 88H;4.000;2720.00;0.00;1PA1;0016;ZTAN;0004441188;2300118412;;;;;
0096412979;000010;ZZAM;20240614;1000;N1;888-5;CLP;1000;M;C;;;20240614;000000000000959950;215/55 R 17 SW618 94T TL;2.000;1560.00;0.00;1PA1;0016;ZTAN;0004466830;2301195324;;;;;
0096419103;000010;ZZBN;20240619;1000;N1;998-9;CLP;1000;M;C;;;20240619;000000000000974482;205/55 R 16 Z-401 94V XL TL;4.000;2720.00;0.00;1PA1;0016;ZTAN;0004470958;2401362811;;;;;
0096176800;000010;ZZBN;20240113;1000;N1;998-9;CLP;1000;M;C;;;20240113;000000000000965004;185/65 R 14 Z-108 86H TL;4.000;1760.00;0.00;1PA1;0016;ZTAN;0004311982;2301195306;;;;;
0096208618;000010;ZZBN;20240131;1000;N1;998-9;CLP;1000;M;C;;;20240131;000000000000964990;175/70 R 14 Z-108 84T TL;4.000;1760.00;0.00;1PA1;0016;ZTAN;0004331859;2300537611;;;;;
0096212850;000010;ZZBN;20240202;1000;N1;998-9;CLP;1000;M;C;;;20240202;000000000000964990;175/70 R 14 Z-108 84T TL;4.000;1760.00;0.00;1PA1;0016;ZTAN;0004334599;2300537611;;;;;
0096213099;000010;ZZBN;20240202;1000;N1;998-9;CLP;1000;M;C;;;20240202;000000000000965004;185/65 R 14 Z-108 86H TL;4.000;1760.00;0.00;1PA1;0016;ZTAN;0004334777;2301195306;;;;;
0096215841;000010;ZZBN;20240206;1000;N1;998-9;CLP;1000;M;C;;;20240206;000000000000965007;185/70 R 14 Z-108 88T TL;4.000;1760.00;0.00;1PA1;0016;ZTAN;0004336950;2301654207;;;;;
0096361771;000010;ZZBN;20240510;1000;N1;998-9;CLP;1000;M;C;;;20240510;000000000000965003;185/60 R 15 Z-108 84H TL;1.000;460.00;0.00;1PA1;0016;ZTAN;0004432578;2400958205;;;;;
0096373559;000010;ZZAM;20240520;1000;N1;76458448-1;CLP;1000;M;C;;;20240520;000000000000964990;175/70 R 14 Z-108 84T TL;4.000;1760.00;0.00;1PA1;0016;ZTAN;0004440645;2301195412;;;;;
0096410568;000010;S1;20240611;1000;N1;998-9;CLP;1000;N;C;;0096409092;20240612;000000000000965002;185/60 R 14 Z-108 82H TL;4.000;1760.00;0.00;1PA1;0016;ZTAN;0004464131;2301195416;;;;;
0096418083;000010;S1;20240618;1000;N1;61943400-5;CLP;1000;N;C;;0096318980;20240618;000000000000113431;SMF N150 / 160G51R 150AH 1000CCA;1.000;1900.00;0.00;1PA1;0019;ZTAN;0004404760;2300736605;;;;;
0096419911;000010;S1;20240619;1000;N1;61943400-5;CLP;1000;N;C;;0096419873;20240619;000000000000113431;SMF N150 / 160G51R 150AH 1000CCA;1.000;1900.00;0.00;1PA1;0019;ZTAN;0004470758;2300736605;;;;;
0096419925;000010;ZZAM;20240619;1000;N1;61943400-5;CLP;1000;M;C;;;20240619;000000000000113431;SMF N150 / 160G51R 150AH 1000CCA;1.000;1900.00;0.00;1PA1;0019;ZTAN;0004471509;2300736605;;;;;
0096392931;000010;ZZAM;20240531;1000;N1;11684874-0;CLP;1000;M;C;;;20240531;000000000000864225;185/55 R 15 SA57 82V TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004452968;2301195414;;;;;
0096394461;000010;ZZBN;20240531;1000;N1;998-9;CLP;1000;M;C;;;20240531;000000000000974472;175/65 R 14 Z-401 82T TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004453646;2300118405;;;;;
0096396311;000010;ZZBN;20240601;1000;N1;888-5;CLP;1000;M;C;;;20240601;000000000000864228;225/45 R 17 SA57 94W TL;1.000;620.00;0.00;1PA1;0016;ZTAN;0004454452;2400958218;;;;;
0096396312;000010;ZZBN;20240601;1000;N1;888-5;CLP;1000;M;C;;;20240601;000000000000864228;225/45 R 17 SA57 94W TL;1.000;620.00;0.00;1PA1;0016;ZTAN;0004454451;2400958218;;;;;
0096422444;000010;ZZBN;20240622;1000;N1;888-5;CLP;1000;M;C;;;20240622;000000000000959962;235/55 R 19 SW618 105H TL;2.000;2080.00;0.00;1PA1;0016;ZTAN;0004473144;2302074430;;;;;
0096177135;000010;ZZBN;20240115;1000;N1;998-9;CLP;1000;M;C;;;20240115;000000000000974473;175/65 R 15 Z-401 84H TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004312211;2301728106;;;;;
0096206260;000010;ZZBN;20240131;1000;N1;888-5;CLP;1000;M;C;;;20240131;000000000000965020;215/65 R 16 Z-108 98V TL;4.000;2320.00;0.00;1PA1;0016;ZTAN;0004330535;2301654220;;;;;
0096220299;000010;ZZBN;20240208;1000;N1;998-9;CLP;1000;M;C;;;20240208;000000000000822920;235/55 R 18 SU318 100V TL;1.000;980.00;0.00;1PA1;0016;ZTAN;0004340435;2300118425;;;;;
0096221416;000010;ZZBN;20240209;1000;N1;998-9;CLP;1000;M;C;;;20240209;000000000000822920;235/55 R 18 SU318 100V TL;1.000;980.00;0.00;1PA1;0016;ZTAN;0004341257;2300118425;;;;;
0096263956;000010;ZZBN;20240307;1000;N1;998-9;CLP;1000;M;C;;;20240307;000000000000923748;175/70 R 14 SW608 84T TL;4.000;2320.00;0.00;1PA1;0016;ZTAN;0004368444;2301654204;;;;;
0096330362;000010;ZZAM;20240422;1000;N1;8691733-5;CLP;1000;M;C;;;20240422;000000000000925020;175/65 R 14 SW608 82H TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004412611;2301448706;;;;;
0096376217;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000974472;175/65 R 14 Z-401 82T TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004442610;2300118405;;;;;
0096376225;000010;ZZBN;20240522;1000;N1;998-9;CLP;1000;M;C;;;20240522;000000000000974474;175/70 R 14 Z-401 88T XL TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004442636;2301195413;;;;;
0096404854;000010;ZZBN;20240607;1000;N1;998-9;CLP;1000;M;C;;;20240607;000000000000965011;195/60 R 15 Z-108 88V TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004460925;2401068514;;;;;
0096404889;000010;ZZBN;20240607;1000;N1;998-9;CLP;1000;M;C;;;20240607;000000000000965011;195/60 R 15 Z-108 88V TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004460982;2401068514;;;;;
0096411863;000010;ZZBN;20240613;1000;N1;998-9;CLP;1000;M;C;;;20240613;000000000000974472;175/65 R 14 Z-401 82T TL;2.000;980.00;0.00;1PA1;0016;ZTAN;0004465709;2400446205;;;;;
0096171354;000010;ZZBN;20240110;1000;N1;998-9;CLP;1000;M;C;;;20240110;000000000000965095;195/55 R 16 Z-108 87V TL;2.000;1060.00;0.00;1PA1;0016;ZTAN;0004308068;2301654210;;;;;
0096217585;000010;ZZBN;20240207;1000;N1;888-5;CLP;1000;M;C;;;20240207;000000000000965022;235/60 R 16 Z-108 100H TL;4.000;2500.00;0.00;1PA1;0016;ZTAN;0004338289;2301195329;;;;;
0096254908;000010;ZZBN;20240301;1000;N1;998-9;CLP;1000;M;C;;;20240301;000000000000974477;185/65 R 14 Z-401 86H TL;2.000;1060.00;0.00;1PA1;0016;ZTAN;0004361955;2301448709;;;;;
0096263776;000010;S1;20240307;1000;N1;998-9;CLP;1000;N;C;;0096263768;20240307;000000000000974475;185/55 R 16 Z-401 87H TL;2.000;1060.00;0.00;1PA1;0016;ZTAN;0004368283;2301448708;;;;;
0096263793;000010;ZZBN;20240307;1000;N1;888-5;CLP;1000;M;C;;;20240307;000000000000951348;185/55 R 15 TRAZANO SW618 82T TL;2.000;1060.00;0.00;1PA1;0016;ZTAN;0004368320;2400446207;;;;;
0096356809;000010;ZZAM;20240508;1000;N1;4713830-2;CLP;1000;M;C;;;20240508;000000000000950604;185/65 R 15 GOODRIDE SW618 88T TL;2.000;1060.00;0.00;1PA1;0016;ZTAN;0004429249;2400446213;;;;;
0096168362;000010;ZZBN;20240108;1000;N1;998-9;CLP;1000;M;C;;;20240108;000000000000974481;195/65 R 15 Z-401 91V TL;2.000;1140.00;0.00;1PA1;0016;ZTAN;0004305728;2301728113;;;;;
0096182020;000010;ZZBN;20240117;1000;N1;998-9;CLP;1000;M;C;;;20240117;000000000000864225;185/55 R 15 SA57 82V TL;4.000;2160.00;0.00;1PA1;0016;ZTAN;0004315488;2301195414;;;;;
0096309767;000010;ZZBN;20240405;1000;N1;888-5;CLP;1000;M;C;;;20240405;000000000000103574;500 R 12 C CR868 8PR TL WST;4.000;1480.00;0.00;1PA1;0016;ZTAN;0004397904;2200264908;;;;;
0096360391;000010;ZZBN;20240510;1000;N1;998-9;CLP;1000;M;C;;;20240510;000000000000864225;185/55 R 15 SA57 82V TL;2.000;1140.00;0.00;1PA1;0016;ZTAN;0004431964;2301195414;;;;;
0096371464;000010;ZZBN;20240517;1000;N1;998-9;CLP;1000;M;C;;;20240517;000000000000965014;205/55 R 16 Z-108 94W XL TL;4.000;2160.00;0.00;1PA1;0016;ZTAN;0004439291;2400639612;;;;;
0096405514;000010;S1;20240610;1000;N1;998-9;CLP;1000;N;C;;0096405425;20240610;000000000000965015;205/60 R 15 Z-108 91H TL;4.000;2160.00;0.00;1PA1;0016;ZTAN;0004461401;2401068517;;;;;
0096405615;000010;ZZBN;20240610;1000;N1;998-9;CLP;1000;M;C;;;20240610;000000000000965014;205/55 R 16 Z-108 94W XL TL;4.000;2160.00;0.00;1PA1;0016;ZTAN;0004461565;2400639612;;;;;
0096411080;000010;ZZBN;20240613;1000;N1;998-9;CLP;1000;M;C;;;20240613;000000000001000536;215/55 R 17 Z-506 STUD 98T XL TL;2.000;2160.00;0.00;1PA1;0016;ZTAN;0004465430;2301195430;;;;;
0096422247;000010;ZZBN;20240621;1000;N1;998-9;CLP;1000;M;C;;;20240621;000000000000974478;185/65 R 15 Z-401 92H XL TL;2.000;1140.00;0.00;1PA1;0016;ZTAN;0004473009;2401430608;;;;;
0096160516;000010;ZZBN;20240102;1000;N1;998-9;CLP;1000;M;C;;;20240102;000000000000965005;185/65 R 15 Z-108 88H TL;2.000;860.00;0.00;1PA1;0016;ZTAN;0004299469;2301195307;;;;;
0096165855;000010;ZZBN;20240105;1000;N1;998-9;CLP;1000;M;C;;;20240105;000000000000965022;235/60 R 16 Z-108 100H TL;4.000;2880.00;0.00;1PA1;0016;ZTAN;0004303815;2300894343;;;;;
0096231638;000010;ZZBN;20240216;1000;N1;998-9;CLP;1000;M;C;;;20240216;000000000000974486;215/65 R 16 Z-401 98V TL;4.000;2880.00;0.00;1PA1;0016;ZTAN;0004348331;2301728122;;;;;
0096263175;000010;ZZBN;20240307;1000;N1;998-9;CLP;1000;M;C;;;20240307;000000000000965004;185/65 R 14 Z-108 86H TL;1.000;490.00;0.00;1PA1;0016;ZTAN;0004367799;2301195306;;;;;
0096301702;000010;ZZBN;20240402;1000;N1;998-9;CLP;1000;M;C;;;20240402;000000000000965005;185/65 R 15 Z-108 88H TL;2.000;860.00;0.00;1PA1;0016;ZTAN;0004392975;2400639606;;;;;
0096367910;000010;ZZBN;20240515;1000;N1;998-9;CLP;1000;M;C;;;20240515;000000000000965012;195/65 R 15 Z-108 91V TL;1.000;490.00;0.00;1PA1;0016;ZTAN;0004436851;2400958211;;;;;
0096371318;000010;ZZBN;20240517;1000;N1;998-9;CLP;1000;M;C;;;20240517;000000000000965002;185/60 R 14 Z-108 82H TL;2.000;860.00;0.00;1PA1;0016;ZTAN;0004439138;2301195416;;;;;
0096410523;000010;ZZBN;20240612;1000;N1;888-5;CLP;1000;M;C;;;20240612;000000000000974472;175/65 R 14 Z-401 82T TL;2.000;860.00;0.00;1PA1;0016;ZTAN;0004465118;2400446205;;;;;
0096208777;000010;ZZAM;20240131;1000;N1;15293289-8;CLP;1000;M;C;;;20240131;000000000000964988;175/65 R 14 Z-108 82H TL;2.000;740.00;0.00;1PA1;0016;ZTAN;0004331985;2301195409;;;;;
0096332510;000010;ZZBN;20240423;1000;N1;998-9;CLP;1000;M;C;;;20240423;000000000000872703;215/45 R 17 SA57 91W;1.000;740.00;0.00;1PA1;0016;ZTAN;0004413515;2400639614;;;;;
0096341418;000010;ZZBN;20240427;1000;N1;998-9;CLP;1000;M;C;;;20240427;000000000001000537;215/65 R 16 Z-506 STUD 98T TL;4.000;4000.00;0.00;1PA1;0016;ZTAN;0004419799;2302074426;;;;;
0096160537;000010;ZZBN;20240102;1000;N1;998-9;CLP;1000;M;C;;;20240102;000000000000964870;195/55 R 15 Z-108 85V TL;2.000;1020.00;0.00;1PA1;0016;ZTAN;0004299649;2300894322;;;;;
0096192619;000010;ZZBN;20240124;1000;N1;998-9;CLP;1000;M;C;;;20240124;000000000000974476;185/60 R 15 Z-401 88H XL TL;2.000;1020.00;0.00;1PA1;0016;ZTAN;0004322839;2300118408;;;;;
0096219233;000010;ZZBN;20240208;1000;N1;998-9;CLP;1000;M;C;;;20240208;000000000000809196;255/55 R 18 SU318 109V;2.000;2480.00;0.00;1PA1;0016;ZTAN;0004339638;2100352755;;;;;
0096234400;000010;ZZBN;20240220;1000;N1;998-9;CLP;1000;M;C;;;20240220;000000000000974476;185/60 R 15 Z-401 88H XL TL;2.000;1020.00;0.00;1PA1;0016;ZTAN;0004350343;2300118408;;;;;
0096243417;000010;ZZBN;20240226;1000;N1;998-9;CLP;1000;M;C;;;20240226;000000000000974476;185/60 R 15 Z-401 88H XL TL;2.000;1020.00;0.00;1PA1;0016;ZTAN;0004356323;2300118408;;;;;
0096330184;000010;ZZBN;20240422;1000;N1;998-9;CLP;1000;M;C;;;20240422;000000000000965005;185/65 R 15 Z-108 88H TL;2.000;940.00;0.00;1PA1;0016;ZTAN;0004412311;2400639606;;;;;
0096354996;000010;ZZBN;20240507;1000;N1;998-9;CLP;1000;M;C;;;20240507;000000000000959962;235/55 R 19 SW618 105H TL;2.000;2480.00;0.00;1PA1;0016;ZTAN;0004427852;2302074430;;;;;
0096381375;000010;ZZBN;20240525;1000;N1;998-9;CLP;1000;M;C;;;20240525;000000000000970193;195/60 R 15 SW608 88H;4.000;2480.00;0.00;1PA1;0016;ZTAN;0004446316;2300118412;;;;;
0096385623;000010;ZZBN;20240528;1000;N1;998-9;CLP;1000;M;C;;;20240528;000000000000964870;195/55 R 15 Z-108 85V TL;2.000;1020.00;0.00;1PA1;0016;ZTAN;0004449066;2400958209;;;;;
0096422440;000010;ZZBN;20240622;1000;N1;998-9;CLP;1000;M;C;;;20240622;000000000000974476;185/60 R 15 Z-401 88H XL TL;2.000;1020.00;0.00;1PA1;0016;ZTAN;0004473043;2401430605;;;;;
0096246290;000010;ZZBN;20240227;1000;N1;888-5;CLP;1000;M;C;;;20240227;000000000000965022;235/60 R 16 Z-108 100H TL;4.000;2300.00;0.00;1PA1;0016;ZTAN;0004357994;2301195329;;;;;
0096256329;000010;ZZAM;20240301;1000;N1;14229566-0;CLP;1000;M;C;;;20240301;000000000000965022;235/60 R 16 Z-108 100H TL;4.000;2300.00;0.00;1PA1;0016;ZTAN;0004362949;2301195329;;;;;
0096394412;000010;ZZAM;20240531;1000;N1;77551512-0;CLP;1000;M;C;;;20240531;000000000000708033;235/75 R 17.5 CR960A 16PR TL;2.000;2300.00;0.00;1PA1;0016;ZTAN;0004453641;2400639622;;;;;
0096414419;000010;ZZBN;20240615;1000;N1;998-9;CLP;1000;M;C;;;20240615;000000000000978184;225/55 R 17 Z-506 STUD 101T XL TL;2.000;2300.00;0.00;1PA1;0016;ZTAN;0004467891;2301654223;;;;;
0096259468;000010;ZZBN;20240305;1000;N1;998-9;CLP;1000;M;C;;;20240305;000000000000103574;500 R 12 C CR868 8PR TL WST;2.000;850.00;0.00;1PA1;0016;ZTAN;0004365370;2200255327;;;;;
0096391058;000010;ZZBN;20240530;1000;N1;998-9;CLP;1000;M;C;;;20240530;000000000000965003;185/60 R 15 Z-108 84H TL;4.000;1720.00;0.00;1PA1;0016;ZTAN;0004452056;2400958205;;;;;
